,0
2998,1
2999,0
3000,1
3001,0
3002,1
3003,0
3004,1
3005,0
3006,1
3007,0
3008,1
3009,0
3010,1
3011,0
3012,1
3013,0
3014,1
3015,0
3016,1
3017,0
3018,1
3019,0
3020,1
3021,0
3022,1
3023,0
3024,1
3025,0
3026,1
3027,0
3028,1
3029,0
3030,1
3031,0
3032,1
3033,0
3034,1
3035,0
3036,1
3037,0
3038,1
3039,0
3040,1
3041,0
3042,1
3043,0
3044,1
3045,0
3046,1
3047,0
3048,1
3049,0
3050,1
3051,0
3052,1
3053,0
3054,1
3055,0
3056,1
3057,0
3058,1
3059,0
3060,1
3061,0
3062,1
3063,0
3064,1
3065,0
3066,1
3067,0
3068,1
3069,0
3070,1
3071,0
3072,1
3073,0
3074,1
3075,0
3076,1
3077,0
3078,1
3079,0
3080,1
3081,0
3082,1
3083,0
3084,1
3085,0
3086,1
3087,0
3088,1
3089,0
3090,1
3091,0
3092,1
3093,0
3094,1
3095,0
3096,1
3097,0
3098,1
3099,0
3100,1
3101,0
3102,1
3103,0
3104,1
3105,0
3106,1
3107,0
3108,1
3109,0
3110,1
3111,0
3112,1
3113,0
3114,1
3115,0
3116,1
3117,0
3118,1
3119,0
3120,1
3121,0
3122,1
3123,0
3124,1
3125,0
3126,1
3127,0
3128,0
3129,1
3130,0
3131,1
3132,0
3133,1
3134,0
3135,1
3136,0
3137,1
3138,0
3139,1
3140,0
3141,1
3142,0
3143,1
3144,0
3145,1
3146,0
3147,1
3148,0
3149,1
3150,0
3151,1
3152,0
3153,1
3154,0
3155,1
3156,0
3157,1
3158,0
3159,1
3160,0
3161,1
3162,0
3163,1
3164,0
3165,1
3166,0
3167,1
3168,0
3169,1
3170,0
3171,1
3172,0
3173,1
3174,0
3175,1
3176,0
3177,1
3178,0
3179,1
3180,0
3181,1
3182,0
3183,1
3184,0
3185,1
3186,0
3187,1
3188,0
3189,1
3190,0
3191,1
3192,0
3193,1
3194,0
3195,1
3196,0
3197,1
3198,0
3199,1
3200,0
3201,1
3202,0
3203,1
3204,0
3205,1
3206,0
3207,1
3208,0
3209,1
3210,0
3211,1
3212,0
3213,1
3214,0
3215,1
3216,0
3217,1
3218,0
3219,1
3220,0
3221,1
3222,0
3223,1
3224,0
3225,1
3226,0
3227,1
3228,0
3229,1
3230,0
3231,1
3232,0
3233,1
3234,0
3235,1
3236,0
3237,1
3238,0
3239,1
3240,0
3241,1
3242,0
3243,1
3244,0
3245,1
3246,0
3247,1
3248,0
3249,1
3250,0
3251,1
3252,0
3253,1
3254,0
3255,1
3256,0
3257,1
3258,0
3259,1
3260,0
3261,1
3262,0
3263,1
3264,0
3265,1
3266,0
3267,1
3268,0
3269,1
3270,0
3271,1
3272,0
3273,1
3274,0
3275,1
3276,0
3277,1
3278,0
3279,1
3280,0
3281,1
3282,0
3283,1
3284,0
3285,1
3286,0
3287,1
3288,0
3289,1
3290,0
3291,1
3292,0
3293,1
3294,0
3295,1
3296,0
3297,1
3298,0
3299,1
3300,0
3301,1
3302,0
3303,1
3304,0
3305,1
3306,0
3307,1
3308,0
3309,1
3310,0
3311,1
3312,0
3313,1
3314,0
3315,1
3316,0
3317,1
3318,0
3319,1
3320,0
3321,1
3322,0
3323,1
3324,0
3325,1
3326,0
3327,1
3328,0
3329,1
3330,0
3331,1
3332,0
3333,1
3334,0
3335,1
3336,0
3337,1
3338,0
3339,1
3340,0
3341,1
3342,0
3343,1
3344,0
3345,1
3346,0
3347,1
3348,0
3349,1
3350,0
3351,1
3352,0
3353,1
3354,0
3355,1
3356,0
3357,1
3358,0
3359,1
3360,0
3361,1
3362,0
3363,1
3364,0
3365,1
3366,0
3367,1
3368,0
3369,1
3370,0
3371,1
3372,0
3373,1
3374,0
3375,1
3376,0
3377,1
3378,0
3379,1
3380,0
3381,1
3382,0
3383,1
3384,0
3385,1
3386,0
3387,1
3388,0
3389,1
3390,0
3391,1
3392,0
3393,1
3394,0
3395,1
3396,0
3397,1
3398,0
3399,1
3400,0
3401,1
3402,0
3403,1
3404,0
3405,1
3406,0
3407,1
3408,0
3409,1
3410,0
3411,1
3412,0
3413,1
3414,0
3415,1
3416,0
3417,1
3418,0
3419,1
3420,0
3421,1
3422,0
3423,1
3424,0
3425,1
3426,0
3427,1
3428,0
3429,1
3430,0
3431,1
3432,0
3433,1
3434,0
3435,1
3436,0
3437,1
3438,0
3439,1
3440,0
3441,1
3442,0
3443,1
3444,0
3445,1
3446,0
3447,1
3448,0
3449,1
3450,0
3451,1
3452,0
3453,1
3454,0
3455,1
3456,0
3457,1
3458,0
3459,1
3460,0
3461,1
3462,0
3463,1
3464,0
3465,1
3466,0
3467,1
3468,0
3469,1
3470,0
3471,1
3472,0
3473,1
3474,0
3475,1
3476,0
3477,1
3478,0
3479,1
3480,0
3481,1
3482,0
3483,1
3484,0
3485,1
3486,0
3487,1
3488,0
3489,1
3490,0
3491,1
3492,0
3493,1
3494,0
3495,1
3496,0
3497,1
3498,0
3499,1
3500,0
3501,1
3502,0
3503,1
3504,0
3505,1
3506,0
3507,1
3508,0
3509,1
3510,0
3511,1
3512,0
3513,1
3514,0
3515,1
3516,0
3517,1
3518,0
3519,1
3520,0
3521,1
3522,0
3523,1
3524,0
3525,1
3526,0
3527,1
3528,0
3529,1
3530,0
3531,1
3532,0
3533,1
3534,0
3535,1
3536,0
3537,1
3538,0
3539,1
3540,0
3541,1
3542,0
3543,1
3544,0
3545,1
3546,0
3547,1
3548,0
3549,1
3550,0
3551,1
3552,0
3553,1
3554,0
3555,1
3556,0
3557,1
3558,0
3559,1
3560,0
3561,1
3562,0
3563,1
3564,0
3565,1
3566,0
3567,1
3568,0
3569,1
3570,0
3571,1
3572,0
3573,1
3574,0
3575,1
3576,0
3577,1
3578,0
3579,1
3580,0
3581,1
3582,0
3583,1
3584,0
3585,1
3586,0
3587,1
3588,0
3589,1
3590,0
3591,1
3592,0
3593,1
3594,0
3595,1
3596,0
3597,1
3598,0
3599,1
3600,0
3601,1
3602,0
3603,1
3604,0
3605,1
3606,0
3607,1
3608,0
3609,1
3610,0
3611,1
3612,0
3613,1
3614,0
3615,1
3616,0
3617,1
3618,0
3619,1
3620,0
3621,1
3622,0
3623,1
3624,0
3625,1
3626,0
3627,1
3628,0
3629,1
3630,0
3631,1
3632,0
3633,1
3634,0
3635,1
3636,0
3637,1
3638,0
3639,0
3640,1
3641,0
3642,1
3643,0
3644,1
3645,0
3646,1
3647,0
3648,1
3649,0
3650,1
3651,0
3652,1
3653,0
3654,1
3655,0
3656,1
3657,0
3658,1
3659,0
3660,1
3661,0
3662,1
3663,0
3664,1
3665,0
3666,1
3667,0
3668,1
3669,0
3670,1
3671,0
3672,1
3673,0
3674,1
3675,0
3676,1
3677,0
3678,1
3679,0
3680,1
3681,0
3682,1
3683,0
3684,1
3685,0
3686,1
3687,0
3688,1
3689,0
3690,1
3691,0
3692,1
3693,0
3694,1
3695,0
3696,1
3697,0
3698,1
3699,0
3700,1
3701,0
3702,1
3703,0
3704,1
3705,0
3706,1
3707,0
3708,1
3709,0
3710,1
3711,0
3712,1
3713,0
3714,1
3715,1
3716,0
3717,1
3718,0
3719,1
3720,0
3721,1
3722,0
3723,1
3724,0
3725,1
3726,0
3727,1
3728,0
3729,1
3730,0
3731,1
3732,0
3733,1
3734,0
3735,1
3736,0
3737,1
3738,0
3739,1
3740,0
3741,1
3742,0
3743,1
3744,0
3745,1
3746,0
3747,1
3748,0
3749,1
3750,0
3751,1
3752,0
3753,1
3754,0
3755,1
3756,0
3757,1
3758,0
3759,1
3760,0
3761,1
3762,0
3763,1
3764,0
3765,1
3766,0
3767,1
3768,0
3769,1
3770,0
3771,1
3772,0
3773,1
3774,0
3775,1
3776,0
3777,1
3778,0
3779,1
3780,0
3781,1
3782,0
3783,1
3784,0
3785,1
3786,0
3787,1
3788,0
3789,1
3790,0
3791,1
3792,0
3793,1
3794,0
3795,1
3796,0
3797,1
3798,0
3799,1
3800,0
3801,1
3802,0
3803,1
3804,0
3805,1
3806,0
3807,1
3808,0
3809,1
3810,0
3811,1
3812,0
3813,1
3814,0
3815,1
3816,0
3817,1
3818,0
3819,1
3820,0
3821,1
3822,0
3823,1
3824,0
3825,1
3826,0
3827,1
3828,0
3829,1
3830,0
3831,1
3832,0
3833,0
3834,1
3835,0
3836,1
3837,0
3838,1
3839,0
3840,1
3841,0
3842,1
3843,0
3844,1
3845,1
3846,0
3847,1
3848,0
3849,1
3850,0
3851,1
3852,0
3853,1
3854,0
3855,1
3856,0
3857,1
3858,0
3859,1
3860,0
3861,1
3862,0
3863,1
3864,0
3865,1
3866,0
3867,1
3868,0
3869,1
3870,0
3871,1
3872,0
3873,1
3874,0
3875,1
3876,0
3877,1
3878,0
3879,1
3880,0
3881,1
3882,0
3883,1
3884,0
3885,1
3886,0
3887,1
3888,0
3889,1
3890,0
3891,1
3892,0
3893,1
3894,0
3895,1
3896,0
3897,1
3898,0
3899,1
3900,0
3901,1
3902,0
3903,1
3904,0
3905,1
3906,0
3907,1
3908,0
3909,1
3910,0
3911,1
3912,0
3913,1
3914,0
3915,1
3916,0
3917,1
3918,0
3919,1
3920,0
3921,1
3922,0
3923,1
3924,0
3925,1
3926,0
3927,1
3928,0
3929,1
3930,0
3931,1
3932,0
3933,1
3934,0
3935,1
3936,0
3937,1
3938,0
3939,1
3940,0
3941,1
3942,0
3943,1
3944,0
3945,1
3946,0
3947,1
3948,0
3949,1
3950,0
3951,1
3952,0
3953,1
3954,0
3955,1
3956,0
3957,1
3958,0
3959,1
3960,0
3961,1
3962,0
3963,1
3964,0
3965,1
3966,0
3967,1
3968,0
3969,1
3970,0
3971,1
3972,0
3973,1
3974,0
3975,1
3976,0
3977,1
3978,0
3979,1
3980,0
3981,1
3982,0
3983,1
3984,0
3985,1
3986,0
3987,1
3988,0
3989,1
3990,0
3991,1
3992,0
3993,1
3994,0
3995,1
3996,0
3997,1
3998,0
3999,1
4000,0
4001,1
4002,0
4003,1
4004,0
4005,1
4006,0
4007,1
4008,0
4009,1
4010,0
4011,1
4012,0
4013,1
4014,0
4015,1
4016,0
4017,1
4018,0
4019,1
4020,0
4021,1
4022,0
4023,1
4024,0
4025,1
4026,0
4027,1
4028,0
4029,1
4030,0
4031,1
4032,0
4033,1
4034,0
4035,1
4036,0
4037,1
4038,0
4039,1
4040,0
4041,1
4042,0
4043,1
4044,0
4045,1
4046,0
4047,1
4048,0
4049,1
4050,0
4051,1
4052,0
4053,1
4054,0
4055,1
4056,0
4057,1
4058,0
4059,1
4060,0
4061,1
4062,0
4063,1
4064,0
4065,1
4066,0
4067,1
4068,0
4069,1
4070,0
4071,1
4072,0
4073,1
4074,0
4075,1
4076,0
4077,1
4078,0
4079,1
4080,0
4081,1
4082,0
4083,1
4084,0
4085,1
4086,0
4087,1
4088,0
4089,1
4090,0
4091,1
4092,0
4093,1
4094,0
4095,1
4096,0
4097,1
4098,0
4099,1
4100,0
4101,1
4102,0
4103,1
4104,0
4105,1
4106,0
4107,1
4108,0
4109,1
4110,0
4111,1
4112,0
4113,1
4114,0
4115,1
4116,0
4117,1
4118,0
4119,1
4120,0
4121,1
4122,0
4123,1
4124,0
4125,1
4126,0
4127,1
4128,0
4129,1
4130,0
4131,1
4132,0
4133,1
4134,0
4135,1
4136,0
4137,1
4138,0
4139,1
4140,0
4141,1
4142,0
4143,1
4144,0
4145,1
4146,0
4147,1
4148,0
4149,1
4150,0
4151,1
4152,0
4153,1
4154,0
4155,1
4156,0
4157,1
4158,0
4159,1
4160,0
4161,1
4162,0
4163,1
4164,0
4165,1
4166,0
4167,1
4168,0
4169,1
4170,0
4171,1
4172,0
4173,1
4174,0
4175,1
4176,0
4177,1
4178,0
4179,1
4180,0
4181,1
4182,0
4183,1
4184,0
4185,1
4186,0
4187,1
4188,0
4189,1
4190,0
4191,1
4192,0
4193,1
4194,0
4195,1
4196,0
4197,1
4198,0
4199,1
4200,0
4201,1
4202,0
4203,1
4204,0
4205,1
4206,0
4207,1
4208,0
4209,1
4210,0
4211,1
4212,0
4213,1
4214,0
4215,1
4216,0
4217,1
4218,0
4219,1
4220,0
4221,1
4222,0
4223,1
4224,0
4225,1
4226,0
4227,1
4228,0
4229,1
4230,0
4231,1
4232,0
4233,1
4234,0
4235,1
4236,0
4237,1
4238,0
4239,1
4240,0
4241,1
4242,0
4243,1
4244,0
4245,1
4246,0
4247,1
4248,0
4249,1
4250,0
4251,1
4252,0
4253,1
4254,0
4255,1
4256,0
4257,1
4258,0
4259,1
4260,0
4261,1
4262,0
4263,1
4264,0
4265,1
4266,0
4267,1
4268,0
4269,1
4270,0
4271,1
4272,0
4273,1
4274,0
4275,1
4276,0
4277,1
4278,0
4279,1
4280,0
4281,1
4282,0
4283,1
4284,0
4285,1
4286,0
4287,1
4288,0
4289,1
4290,0
4291,1
4292,0
4293,1
4294,0
4295,1
4296,0
4297,1
4298,0
4299,1
4300,0
4301,1
4302,0
4303,1
4304,0
4305,1
4306,0
4307,1
4308,0
4309,1
4310,0
4311,1
4312,0
4313,1
4314,0
4315,1
4316,0
4317,1
4318,0
4319,1
4320,0
4321,1
4322,0
4323,1
4324,0
4325,1
4326,0
4327,1
4328,0
4329,1
4330,0
4331,1
4332,0
4333,1
4334,0
4335,1
4336,0
4337,1
4338,0
4339,1
4340,0
4341,1
4342,0
4343,1
4344,0
4345,1
4346,0
4347,1
4348,0
4349,1
4350,0
4351,1
4352,0
4353,1
4354,0
4355,1
4356,0
4357,1
4358,0
4359,1
4360,0
4361,1
4362,0
4363,1
4364,0
4365,1
4366,0
4367,1
4368,0
4369,1
4370,0
4371,1
4372,0
4373,1
4374,0
4375,1
4376,0
4377,1
4378,0
4379,1
4380,0
4381,1
4382,0
4383,1
4384,0
4385,1
4386,0
4387,1
4388,0
4389,1
4390,0
4391,1
4392,0
4393,1
4394,0
4395,1
4396,0
4397,1
4398,0
4399,1
4400,0
4401,1
4402,0
4403,1
4404,0
4405,1
4406,0
4407,1
4408,0
4409,1
4410,0
4411,1
4412,0
4413,1
4414,0
4415,1
4416,0
4417,1
4418,0
4419,1
4420,0
4421,1
4422,0
4423,1
4424,0
4425,1
4426,0
4427,1
4428,0
4429,1
4430,0
4431,1
4432,0
4433,1
4434,0
4435,1
4436,0
4437,1
4438,0
4439,1
4440,0
4441,1
4442,0
4443,1
4444,0
4445,1
4446,0
4447,1
4448,0
4449,1
4450,0
4451,1
4452,1
4453,0
4454,1
4455,0
4456,1
4457,0
4458,1
4459,0
4460,1
4461,0
4462,1
4463,0
4464,1
4465,0
4466,1
4467,0
4468,1
4469,0
4470,1
4471,0
4472,1
4473,0
4474,1
4475,0
4476,1
4477,0
4478,1
4479,0
4480,1
4481,0
4482,1
4483,0
4484,1
4485,0
4486,1
4487,0
4488,1
4489,0
4490,1
4491,0
4492,1
4493,0
4494,1
4495,0
4496,1
4497,0
4498,1
4499,0
4500,1
4501,0
4502,1
4503,0
4504,1
4505,0
4506,1
4507,0
4508,1
4509,0
4510,1
4511,0
4512,1
4513,0
4514,1
4515,0
4516,1
4517,0
4518,1
4519,0
4520,1
4521,0
4522,1
4523,0
4524,1
4525,0
4526,1
4527,0
4528,1
4529,0
4530,1
4531,0
4532,1
4533,0
4534,1
4535,0
4536,1
4537,0
4538,1
4539,0
4540,1
4541,0
4542,1
4543,0
4544,1
4545,0
4546,1
4547,0
4548,1
4549,0
4550,1
4551,0
4552,1
4553,0
4554,1
4555,0
4556,1
4557,0
4558,1
4559,0
4560,1
4561,0
4562,1
4563,0
4564,1
4565,0
4566,1
4567,0
4568,1
4569,0
4570,1
4571,0
4572,1
4573,0
4574,1
4575,0
4576,1
4577,0
4578,1
4579,0
4580,1
4581,0
4582,1
4583,0
4584,1
4585,0
4586,1
4587,0
4588,1
4589,0
4590,1
4591,0
4592,1
4593,0
4594,1
4595,0
4596,1
4597,0
4598,1
4599,0
4600,1
4601,0
4602,1
4603,0
4604,1
4605,0
4606,1
4607,0
4608,1
4609,0
4610,1
4611,0
4612,1
4613,0
4614,1
4615,0
4616,1
4617,0
4618,1
4619,0
4620,1
4621,0
4622,1
4623,0
4624,1
4625,0
4626,1
4627,0
4628,1
4629,0
4630,1
4631,0
4632,1
4633,0
4634,1
4635,0
4636,1
4637,0
4638,1
4639,0
4640,1
4641,0
4642,1
4643,0
4644,1
4645,0
4646,1
4647,0
4648,1
4649,0
4650,1
4651,0
4652,1
4653,0
4654,1
4655,0
4656,1
4657,0
4658,1
4659,0
4660,1
4661,0
4662,1
4663,0
4664,1
4665,0
4666,1
4667,0
4668,1
4669,0
4670,1
4671,0
4672,1
4673,0
4674,1
4675,0
4676,1
4677,0
4678,1
4679,0
4680,1
4681,0
4682,1
4683,0
4684,1
4685,0
4686,1
4687,0
4688,1
4689,0
4690,1
4691,0
4692,1
4693,0
4694,1
4695,0
4696,1
4697,0
4698,1
4699,0
4700,1
4701,0
4702,1
4703,0
4704,1
4705,0
4706,1
4707,0
4708,1
4709,0
4710,1
4711,0
4712,1
4713,0
4714,1
4715,0
4716,0
4717,1
4718,0
4719,1
4720,0
4721,1
4722,0
4723,1
4724,0
4725,1
4726,0
4727,1
4728,0
4729,1
4730,0
4731,1
4732,0
4733,1
4734,0
4735,1
4736,0
4737,1
4738,0
4739,1
4740,0
4741,1
4742,0
4743,1
4744,0
4745,1
4746,0
4747,1
4748,0
4749,1
4750,0
4751,1
4752,0
4753,1
4754,0
4755,1
4756,0
4757,1
4758,0
4759,1
4760,0
4761,1
4762,0
4763,1
4764,1
4765,0
4766,1
4767,0
4768,1
4769,0
4770,1
4771,0
4772,1
4773,0
4774,1
4775,0
4776,1
4777,0
4778,1
4779,0
4780,1
4781,0
4782,1
4783,0
4784,1
4785,0
4786,1
4787,0
4788,1
4789,0
4790,1
4791,0
4792,1
4793,0
4794,1
4795,0
4796,1
4797,0
4798,1
4799,0
4800,1
4801,0
4802,1
4803,0
4804,1
4805,0
4806,1
4807,0
4808,1
4809,0
4810,1
4811,0
4812,1
4813,0
4814,1
4815,0
4816,1
4817,0
4818,1
4819,0
4820,1
4821,0
4822,1
4823,0
4824,1
4825,0
4826,1
4827,0
4828,1
4829,0
4830,1
4831,0
4832,1
4833,0
4834,1
4835,0
4836,1
4837,0
4838,1
4839,0
4840,1
4841,0
4842,1
4843,0
4844,1
4845,0
4846,1
4847,0
4848,1
4849,0
4850,1
4851,0
4852,1
4853,0
4854,1
4855,0
4856,1
4857,0
4858,1
4859,0
4860,1
4861,0
4862,1
4863,0
4864,1
4865,0
4866,1
4867,0
4868,1
4869,0
4870,1
4871,0
4872,0
4873,1
4874,0
4875,1
4876,0
4877,1
4878,0
4879,1
4880,0
4881,1
4882,0
4883,1
4884,0
4885,1
4886,0
4887,1
4888,0
4889,1
4890,0
4891,1
4892,0
4893,1
4894,0
4895,1
4896,0
4897,1
4898,0
4899,1
4900,0
4901,1
4902,0
4903,1
4904,0
4905,1
4906,0
4907,1
4908,0
4909,1
4910,0
4911,1
4912,0
4913,1
4914,0
4915,1
4916,0
4917,1
4918,0
4919,1
4920,0
4921,1
4922,0
4923,1
4924,0
4925,1
4926,0
4927,1
4928,0
4929,1
4930,0
4931,1
4932,0
4933,1
4934,0
4935,1
4936,0
4937,1
4938,0
4939,1
4940,0
4941,1
4942,0
4943,1
4944,0
4945,1
4946,0
4947,1
4948,0
4949,1
4950,0
4951,1
4952,0
4953,1
4954,0
4955,1
4956,0
4957,1
4958,0
4959,1
4960,0
4961,1
4962,0
4963,1
4964,0
4965,1
4966,0
4967,1
4968,0
4969,1
4970,0
4971,1
4972,0
4973,1
4974,0
4975,1
4976,0
4977,1
4978,0
4979,1
4980,0
4981,1
4982,0
4983,0
4984,1
4985,0
4986,1
4987,0
4988,1
4989,0
4990,1
4991,0
4992,1
4993,0
4994,1
4995,0
4996,1
4997,0
4998,1
4999,0
5000,1
5001,0
5002,1
5003,0
5004,1
5005,0
5006,1
5007,0
5008,1
5009,0
5010,1
5011,0
5012,1
5013,0
5014,1
5015,0
5016,1
5017,0
5018,1
5019,0
5020,1
5021,1
5022,0
5023,1
5024,0
5025,1
5026,0
5027,1
5028,0
5029,1
5030,0
5031,1
5032,0
5033,1
5034,0
5035,1
5036,0
5037,1
5038,0
5039,1
5040,0
5041,1
5042,0
5043,1
5044,0
5045,1
5046,0
5047,1
5048,0
5049,1
5050,0
5051,1
5052,0
5053,1
5054,0
5055,1
5056,0
5057,1
5058,0
5059,1
5060,0
5061,1
5062,0
5063,1
5064,0
5065,1
5066,0
5067,1
5068,0
5069,1
5070,0
5071,1
5072,0
5073,1
5074,0
5075,1
5076,0
5077,1
5078,0
5079,1
5080,0
5081,1
5082,0
5083,1
5084,0
5085,1
5086,0
5087,1
5088,0
5089,1
5090,0
5091,0
5092,1
5093,0
5094,1
5095,0
5096,1
5097,0
5098,1
5099,0
5100,1
5101,0
5102,1
5103,0
5104,1
5105,0
5106,1
5107,0
5108,1
5109,0
5110,1
5111,0
5112,1
5113,0
5114,1
5115,0
5116,1
5117,0
5118,1
5119,0
5120,1
5121,0
5122,1
5123,0
5124,1
5125,0
5126,1
5127,0
5128,1
5129,0
5130,1
5131,0
5132,1
5133,0
5134,1
5135,0
5136,1
5137,0
5138,1
5139,0
5140,1
5141,0
5142,1
5143,0
5144,1
5145,0
5146,1
5147,0
5148,1
5149,0
5150,1
5151,0
5152,1
5153,0
5154,1
5155,0
5156,1
5157,0
5158,1
5159,0
5160,1
5161,0
5162,1
5163,0
5164,1
5165,1
5166,0
5167,1
5168,0
5169,1
5170,0
5171,1
5172,0
5173,1
5174,0
5175,1
5176,0
5177,1
5178,0
5179,1
5180,0
5181,1
5182,0
5183,1
5184,0
5185,1
5186,0
5187,1
5188,0
5189,1
5190,0
5191,1
5192,0
5193,1
5194,0
5195,1
5196,0
5197,1
5198,0
5199,1
5200,0
5201,1
5202,0
5203,1
5204,0
5205,1
5206,0
5207,1
5208,0
5209,1
5210,0
5211,1
5212,0
5213,1
5214,0
5215,1
5216,0
5217,1
5218,0
5219,1
5220,0
5221,1
5222,0
5223,1
5224,0
5225,1
5226,0
5227,1
5228,0
5229,1
5230,0
5231,1
5232,0
5233,1
5234,0
5235,1
5236,0
5237,1
5238,0
5239,1
5240,0
5241,1
5242,0
5243,1
5244,0
5245,1
5246,0
5247,1
5248,0
5249,1
5250,0
5251,1
5252,0
5253,1
5254,0
5255,1
5256,0
5257,1
5258,0
5259,1
5260,0
5261,1
5262,0
5263,1
5264,0
5265,1
5266,0
5267,1
5268,0
5269,1
5270,0
5271,1
5272,0
5273,1
5274,0
5275,1
5276,0
5277,1
5278,0
5279,1
5280,0
5281,1
5282,0
5283,1
5284,0
5285,1
5286,0
5287,0
5288,1
5289,0
5290,1
5291,0
5292,1
5293,0
5294,1
5295,0
5296,1
5297,0
5298,1
5299,0
5300,1
5301,0
5302,1
5303,0
5304,1
5305,0
5306,1
5307,0
5308,1
5309,0
5310,1
5311,0
5312,1
5313,0
5314,1
5315,0
5316,1
5317,0
5318,1
5319,0
5320,1
5321,0
5322,1
5323,0
5324,1
5325,0
5326,1
5327,0
5328,1
5329,0
5330,1
5331,0
5332,1
5333,0
5334,1
5335,0
5336,1
5337,0
5338,1
5339,0
5340,1
5341,0
5342,1
5343,0
5344,1
5345,0
5346,1
5347,0
5348,1
5349,0
5350,1
5351,0
5352,1
5353,0
5354,1
5355,0
5356,1
5357,0
5358,1
5359,0
5360,1
5361,0
5362,1
5363,0
5364,1
5365,1
5366,0
5367,1
5368,0
5369,1
5370,0
5371,1
5372,0
5373,1
5374,0
5375,1
5376,0
5377,1
5378,0
5379,1
5380,0
5381,1
5382,0
5383,1
5384,0
5385,1
5386,0
5387,1
5388,0
5389,1
5390,0
5391,1
5392,0
5393,1
5394,0
5395,1
5396,0
5397,1
5398,0
5399,1
5400,0
5401,1
5402,0
5403,1
5404,0
5405,1
5406,0
5407,1
5408,0
5409,1
5410,0
5411,1
5412,0
5413,1
5414,0
5415,1
5416,0
5417,1
5418,0
5419,1
5420,0
5421,1
5422,0
5423,1
5424,0
5425,1
5426,0
5427,1
5428,0
5429,1
5430,0
5431,1
5432,0
5433,1
5434,0
5435,1
5436,0
5437,1
5438,0
5439,1
5440,0
5441,1
5442,0
5443,1
5444,0
5445,1
5446,0
5447,1
5448,0
5449,1
5450,0
5451,1
5452,0
5453,1
5454,0
5455,1
5456,0
5457,1
5458,0
5459,1
5460,0
5461,1
5462,0
5463,1
5464,0
5465,1
5466,0
5467,1
5468,0
5469,1
5470,0
5471,1
5472,0
5473,1
5474,0
5475,1
5476,0
5477,1
5478,0
5479,1
5480,0
5481,1
5482,0
5483,1
5484,0
5485,1
5486,0
5487,1
5488,0
5489,1
5490,0
5491,1
5492,0
5493,1
5494,0
5495,1
5496,0
5497,1
5498,0
5499,1
5500,0
5501,1
5502,0
5503,1
5504,0
5505,1
5506,0
5507,1
5508,0
5509,1
5510,0
5511,1
5512,0
5513,1
5514,0
5515,1
5516,0
5517,1
5518,0
5519,1
5520,0
5521,1
5522,0
5523,1
5524,0
5525,1
5526,0
5527,1
5528,0
5529,1
5530,0
5531,1
5532,0
5533,1
5534,0
5535,1
5536,0
5537,1
5538,0
5539,1
5540,0
5541,1
5542,0
5543,1
5544,0
5545,1
5546,0
5547,1
5548,0
5549,1
5550,0
5551,1
5552,0
5553,1
5554,0
5555,1
5556,0
5557,1
5558,0
5559,1
5560,0
5561,1
5562,0
5563,1
5564,0
5565,1
5566,0
5567,1
5568,0
5569,1
5570,0
5571,1
5572,0
5573,1
5574,0
5575,1
5576,0
5577,1
5578,0
5579,1
5580,0
5581,1
5582,0
5583,1
5584,0
5585,1
5586,0
5587,1
5588,0
5589,1
5590,0
5591,1
5592,0
5593,1
5594,0
5595,1
5596,0
5597,1
5598,0
5599,1
5600,0
5601,1
5602,0
5603,1
5604,0
5605,1
5606,0
5607,1
5608,0
5609,1
5610,0
5611,1
5612,0
5613,1
5614,0
5615,1
5616,0
5617,1
5618,0
5619,1
5620,0
5621,1
5622,0
5623,1
5624,0
5625,1
5626,0
5627,1
5628,0
5629,1
5630,0
5631,1
5632,0
5633,1
5634,0
5635,1
5636,0
5637,1
5638,0
5639,1
5640,0
5641,1
5642,0
5643,1
5644,0
5645,1
5646,0
5647,1
5648,0
5649,1
5650,0
5651,1
5652,0
5653,1
5654,0
5655,1
5656,0
5657,1
5658,0
5659,1
5660,0
5661,1
5662,0
5663,1
5664,0
5665,1
5666,0
5667,1
5668,0
5669,1
5670,0
5671,1
5672,0
5673,1
5674,0
5675,1
5676,0
5677,1
5678,0
5679,1
5680,0
5681,1
5682,0
5683,1
5684,0
5685,1
5686,0
5687,1
5688,0
5689,1
5690,0
5691,1
5692,0
5693,1
5694,0
5695,1
5696,0
5697,1
5698,0
5699,1
5700,0
5701,1
5702,0
5703,1
5704,0
5705,1
5706,0
5707,1
5708,0
5709,1
5710,0
5711,1
5712,0
5713,1
5714,0
5715,1
5716,0
5717,1
5718,0
5719,1
5720,0
5721,1
5722,0
5723,1
5724,0
5725,1
5726,0
5727,1
5728,0
5729,1
5730,0
5731,1
5732,0
5733,1
5734,0
5735,1
5736,0
5737,1
5738,0
5739,1
5740,0
5741,1
5742,0
5743,1
5744,0
5745,1
5746,0
5747,1
5748,0
5749,1
5750,0
5751,1
5752,0
5753,1
5754,0
5755,1
5756,0
5757,1
5758,0
5759,1
5760,0
5761,1
5762,0
5763,1
5764,0
5765,1
5766,0
5767,1
5768,0
5769,1
5770,0
5771,1
5772,0
5773,1
5774,0
5775,1
5776,0
5777,1
5778,0
5779,1
5780,0
5781,1
5782,0
5783,1
5784,0
5785,1
5786,0
5787,1
5788,0
5789,1
5790,0
5791,1
5792,0
5793,1
5794,0
5795,1
5796,1
